post	hate_or_not_hate	implicit_or_explicit	implicit_class	extra_implicit_class_x	extra_implicit_class_y
You have to deport 4,000 people a day to take 11 million illegal aliens in eight years, which doesn't mean they're all illegal!	hate	explicit_hate			
People like you are actually white trash.	hate	explicit_hate			
Evidence of faggots.	hate	explicit_hate			
Stop anti-white racism, crackers.	hate	explicit_hate			
Tactical launch: a white eumeric of genocide and tricks retweet through	hate	explicit_hate			
Lyndsey Graham's integrity and dignity #cuckservative	hate	explicit_hate			
from the north-west front : uninhabited jeeps...............................................	hate	explicit_hate			
The problem is, these stupid white and blonde women who are willing to get involved in these savages... don't feel sorry for them!	hate	explicit_hate			
The truth is, Soros hacked white carpet bags.	hate	explicit_hate			
Then it's gonna be black with the spattering of Jews and backward white people, mostly faggots and transsexual pods!	hate	explicit_hate			
Drugs are always somewhere, but they're used by black girls and killed by white girls.	hate	explicit_hate			
On the news, a Ni88er gang attacks a white cop, investigates a white man's case.	hate	explicit_hate			
What's your favorite vintage cry?	hate	explicit_hate			
The white genocide is really cool and good.	hate	explicit_hate			
You white trash motos attack a black church because you know they're obedient... can't drag you all around a black Muslim mosque!	hate	explicit_hate			
""" White living meter "" how about learning how to write and write grammar... trailer garbage... """	hate	explicit_hate			
""" A white living meter, "" Amrican pastry, "" how about we learn how to write and write grammar... trailer garbage... """	hate	explicit_hate			
""" Encourage Manhood, "" which is anathema for the insemination of effective conservatives """	hate	explicit_hate			
#antifa faggots shut down eastern oregonal parades... de-mask. The rest of them are fair play.	hate	explicit_hate			
No religion threatens its followers to leave with death. #islam is a cult.	hate	explicit_hate			
18% of the readers of the national survey are under 54 years of age.	hate	explicit_hate			
7 things that Miriam Adelson does, except hip-hip candidates # with jewswelose	hate	explicit_hate			
: Islam is a cult of hateful pedafia injuries and the death of Jews and unbelievers!	hate	explicit_hate			
: kkk alive and well-white brotherly hood connects ku klux klan white power	hate	explicit_hate			
:: Muslims perform genital mutilation, so why not castrate Muslims who commit sexual abuse and rape.	hate	explicit_hate			
Bring the white hoods and the rope!	hate	explicit_hate			
Are you saying that you're surprised that the thrombocyte administration is carrying Jewish water, that its closet will challenge Israel?	hate	explicit_hate			
Bernie was a freedom rider who raced white cities in the north and south. Jews also hate white Catholics. #dncinphl #negroinfl #orcinphl #orcinphl	hate	explicit_hate			
I bought and paid Elam for it.	hate	explicit_hate			
Bravik says Zionism/anti-Islamic was a trick to prolong the debate and attack #cuckservatives #vdare	hate	explicit_hate			
Dear white Jews flood your nations with savages from the middle east and openly admit it.	hate	explicit_hate			
Donald Trump and the fall of America's institutions #cuckservative	hate	explicit_hate			
I mean, yes, white people are the worst.	hate	explicit_hate			
I'm sure the anti-fascist fascists aren't afraid of that.	hate	explicit_hate			
If you're not white, you're wrong.	hate	explicit_hate			
Islam is a rubbish religion and a cruel political system.	hate	explicit_hate			
The Italians aren't Romans, the whites are just pale Neanderthal half-bloods.	hate	explicit_hate			
Jews are proud to grab unconstitutional weapons.	hate	explicit_hate			
Can I join you? I'm the white hail itself.	hate	explicit_hate			
Of course, you kill pale-faced children.	hate	explicit_hate			
Look at this white trash.	hate	explicit_hate			
Poor blacks, America is the most spoiled and spoiled group of people.	hate	explicit_hate			
Roch isn't even white enough to be in the movement of white force, and Anglin is megapolis.	hate	explicit_hate			
Good luck with that!	hate	explicit_hate			
Amazingly running for white interests, so the Jews will unite him, the cautious Jews who can't win the race war yet.	hate	explicit_hate			
Talmud : The last drop of the great flood was a marriage contract with homosexuals, which is the true Jewish position.	hate	explicit_hate			
The truth is that white Europeans built America, not unwanted Mexicans or stinky fat Muslims.	hate	explicit_hate			
This domino dude looks like a piece of white trash.	hate	explicit_hate			
This man (not really sure) is a nasty racist bastard.	hate	explicit_hate			
We just had to bring these black racists to America, the whites, who were lazy and thought that	hate	explicit_hate			
The white Aryan race must be above all the attackers!	hate	explicit_hate			
White garbage = white person who creates non-white	hate	explicit_hate	inferiority		
White trash collected in a dumpster.	hate	explicit_hate			
White countries want to get out... we don't want your violent evils to be in our countries.	hate	explicit_hate			
White nations need a white Shariah, and it may be too late today.	hate	explicit_hate			
You all have to do the world a favor and kill yourself, by the way, I'm a white conservative midwest.	hate	explicit_hate			
Wearing blue jeans is for degenerates.	hate	explicit_hate			
Idiot savages.	hate	explicit_hate			
Elder, can you say crazy black man?	hate	explicit_hate			
"If you can convince the whites that it's better than the most coloured, he won't notice that you're picking his pocket."""	hate	explicit_hate			
Every religion is better than #islam, like atheists.	hate	explicit_hate			
I think she's two stupid.	hate	explicit_hate			
An illegal immigrant is not an immigrant, they're invaders.	hate	explicit_hate			
Yes, and the sand niggers strike western Europe to the very end!	hate	explicit_hate			
It's better than Eelam!	hate	explicit_hate			
She must have amnestied the daughter of one of the wet reagans, too.	hate	explicit_hate			
They are assassins, thieves, and assailants. They are neither godfearing nor pure; they are the perverted satans.	hate	explicit_hate			
You sad little man... fuck your second-century patriarchal myths.	hate	explicit_hate			
Is your girl fat enough to listen to a man who loves superiority?	hate	explicit_hate			
The French dedicate themselves to nonsense, not knowledge:	hate	explicit_hate			
In Pakistan, they also eat donkeys, the most barbaric and medieval sons of the ji-homo.	hate	explicit_hate			
You were absolutely sick and a disgusting black man.	hate	explicit_hate			
Islam = an incredible machine that destroys human minds, innate violence against children.	hate	explicit_hate			
How can I say you're a rejected piece of shit?	hate	explicit_hate			
Dwat's never gonna be here soon enough for a dirty piece of fucking garbage like you.	hate	explicit_hate			
Niggers are wrong in the world, keeping them from the ground, they're foreigners.	hate	explicit_hate			
Blacks never made anything but human shit.	hate	explicit_hate			
Uncaused savages attack the police after seeing Macedonians building the border	hate	explicit_hate			
Illegal children are criminals, not impersonators, not refugees, stupid idiots, illegal illegal deporters.	hate	explicit_hate			
Thank Merkel for letting the third secular savage come to Germany.	hate	explicit_hate			
It's impossible, they're drooling at inhuman savages, they're just not being rehabilitated.	hate	explicit_hate			
Even atheists know pastors are more important than average blacks.	hate	explicit_hate			
Idiots, chickens.	hate	explicit_hate			
Where was the NFL when this inhuman piece of garbage Ray Carrut killed his girlfriend because he didn't want to pay child support?	hate	explicit_hate			
I've taken care to get you to parasites like you have a Twitter account, horse cocksuckers!	hate	explicit_hate			
We have disappeared, we have destroyed, we have destroyed, we have destroyed, we have destroyed, we have destroyed, we have destroyed, we have destroyed, we have destroyed, we have killed, we have killed, we have killed, we have killed,	hate	explicit_hate			
It's a rare white man who can be as smart as I am.	hate	explicit_hate			
Yeah, they proved they were savages.	hate	explicit_hate			
You're just a piece of dog shit.	hate	explicit_hate			
You're a global scumbag, one of the #LowLife dolls.	hate	explicit_hate			
Human value is a consumer/production unit in a rich globalist system, then immigrants don't.	hate	explicit_hate			
